Time Stamp,C0,C1,C2,C3,C4,C5,C6,C7,Gx,Gy,Gz,Ax,Ay,Az,Typing,Active
Sun May 14 15:10:02 2017,2,-34,-8,-1,3,-3,-5,1,94.125,-22.375,-107.125,-0.614746,0.447266,0.625488,0,1
Sun May 14 15:10:02 2017,-18,42,7,-1,0,-3,-2,-3,94.125,-22.375,-107.125,-0.614746,0.447266,0.625488,0,1
Sun May 14 15:10:02 2017,0,0,-1,-4,-5,-3,-3,-1,94.125,-22.375,-107.125,-0.614746,0.447266,0.625488,0,1
Sun May 14 15:10:02 2017,0,-35,-10,-3,-1,2,-4,-9,59,-40.4375,-82.3125,-0.557129,0.399414,0.64502,0,1
Sun May 14 15:10:02 2017,0,-35,-10,-3,-1,2,-4,-9,59,-40.4375,-82.3125,-0.557129,0.399414,0.64502,0,1
Sun May 14 15:10:02 2017,0,-35,-10,-3,-1,2,-4,-9,59,-40.4375,-82.3125,-0.557129,0.399414,0.64502,0,1
Sun May 14 15:10:02 2017,-6,1,-12,-3,-3,-3,-2,-5,30.9375,-62.1875,-63,-0.581543,0.316406,0.620605,0,1
Sun May 14 15:10:02 2017,-6,1,-12,-3,-3,-3,-2,-5,30.9375,-62.1875,-63,-0.581543,0.316406,0.620605,0,1
Sun May 14 15:10:02 2017,-6,1,-12,-3,-3,-3,-2,-5,30.9375,-62.1875,-63,-0.581543,0.316406,0.620605,0,1
Sun May 14 15:10:02 2017,-6,1,-12,-3,-3,-3,-2,-5,30.9375,-62.1875,-63,-0.581543,0.316406,0.620605,0,1
Sun May 14 15:10:02 2017,-1,38,6,-2,-2,-3,1,-1,46.75,-86,-52.3125,-0.631836,0.289062,0.582031,0,1
Sun May 14 15:10:02 2017,-1,38,6,-2,-2,-3,1,-1,46.75,-86,-52.3125,-0.631836,0.289062,0.582031,0,1
Sun May 14 15:10:02 2017,11,19,3,-3,-5,1,-2,5,46.75,-86,-52.3125,-0.631836,0.289062,0.582031,0,1
Sun May 14 15:10:02 2017,11,19,3,-3,-5,1,-2,5,46.75,-86,-52.3125,-0.631836,0.289062,0.582031,0,1
Sun May 14 15:10:02 2017,11,19,3,-3,-5,1,-2,5,46.75,-86,-52.3125,-0.631836,0.289062,0.582031,0,1
Sun May 14 15:10:02 2017,-4,34,2,1,-4,3,0,-2,103.875,-101.375,-47.5625,-0.519531,0.272461,0.671875,0,1
Sun May 14 15:10:02 2017,-9,-53,-1,-3,-6,0,-6,0,152.1875,-98.5625,-41.75,-0.274414,0.270508,0.765625,0,1
Sun May 14 15:10:02 2017,-9,-53,-1,-3,-6,0,-6,0,152.1875,-98.5625,-41.75,-0.274414,0.270508,0.765625,0,1
Sun May 14 15:10:02 2017,-9,-53,-1,-3,-6,0,-6,0,152.1875,-98.5625,-41.75,-0.274414,0.270508,0.765625,0,1
Sun May 14 15:10:02 2017,-9,-53,-1,-3,-6,0,-6,0,152.1875,-98.5625,-41.75,-0.274414,0.270508,0.765625,0,1
Sun May 14 15:10:02 2017,10,-4,7,5,3,-1,7,6,150.8125,-109.4375,-21.625,-0.28125,0.319824,0.711914,0,1
Sun May 14 15:10:02 2017,10,-4,7,5,3,-1,7,6,150.8125,-109.4375,-21.625,-0.28125,0.319824,0.711914,0,1
Sun May 14 15:10:02 2017,-5,21,10,8,14,5,1,0,150.8125,-109.4375,-21.625,-0.28125,0.319824,0.711914,0,1
Sun May 14 15:10:02 2017,7,22,-5,-3,-3,1,-1,-2,133.75,-128.75,-9.125,-0.407715,0.411133,0.662598,0,1
Sun May 14 15:10:02 2017,-8,-40,-17,-4,3,0,-2,-3,133.75,-128.75,-9.125,-0.407715,0.411133,0.662598,0,1
Sun May 14 15:10:02 2017,-8,-40,-17,-4,3,0,-2,-3,133.75,-128.75,-9.125,-0.407715,0.411133,0.662598,0,1
Sun May 14 15:10:02 2017,-11,12,-1,-9,-24,-6,13,-2,128.5,-140.6875,4.9375,-0.365723,0.484863,0.686035,0,1
Sun May 14 15:10:02 2017,-11,12,-1,-9,-24,-6,13,-2,128.5,-140.6875,4.9375,-0.365723,0.484863,0.686035,0,1
Sun May 14 15:10:02 2017,-11,12,-1,-9,-24,-6,13,-2,128.5,-140.6875,4.9375,-0.365723,0.484863,0.686035,0,1
Sun May 14 15:10:02 2017,-11,12,-1,-9,-24,-6,13,-2,128.5,-140.6875,4.9375,-0.365723,0.484863,0.686035,0,1
Sun May 14 15:10:02 2017,0,-27,-5,-3,4,-1,0,-3,110.1875,-140.375,16.125,-0.203613,0.497559,0.763184,0,1
Sun May 14 15:10:02 2017,0,-27,-5,-3,4,-1,0,-3,110.1875,-140.375,16.125,-0.203613,0.497559,0.763184,0,1
Sun May 14 15:10:02 2017,18,21,9,1,-2,-2,2,1,110.1875,-140.375,16.125,-0.203613,0.497559,0.763184,0,1
Sun May 14 15:10:02 2017,-7,-7,-3,-3,-6,-4,-7,-5,78.75,-131.875,29.75,0.011719,0.509277,0.787598,0,1
Sun May 14 15:10:02 2017,-7,-7,-3,-3,-6,-4,-7,-5,78.75,-131.875,29.75,0.011719,0.509277,0.787598,0,1
Sun May 14 15:10:02 2017,-7,-7,-3,-3,-6,-4,-7,-5,78.75,-131.875,29.75,0.011719,0.509277,0.787598,0,1
Sun May 14 15:10:02 2017,-5,-14,-9,1,10,-2,-1,-1,42.8125,-124.375,33.0625,0.069824,0.465332,0.762207,0,1
Sun May 14 15:10:02 2017,-5,-14,-9,1,10,-2,-1,-1,42.8125,-124.375,33.0625,0.069824,0.465332,0.762207,0,1
Sun May 14 15:10:02 2017,-5,-14,-9,1,10,-2,-1,-1,42.8125,-124.375,33.0625,0.069824,0.465332,0.762207,0,1
Sun May 14 15:10:02 2017,-5,-14,-9,1,10,-2,-1,-1,42.8125,-124.375,33.0625,0.069824,0.465332,0.762207,0,1
Sun May 14 15:10:02 2017,-8,1,1,-1,6,0,-3,-1,38.375,-121.5,24.3125,-0.004883,0.391602,0.783203,0,1
Sun May 14 15:10:02 2017,-8,1,1,-1,6,0,-3,-1,38.375,-121.5,24.3125,-0.004883,0.391602,0.783203,0,1
Sun May 14 15:10:02 2017,-12,12,-9,-6,-11,-20,-26,-14,38.375,-121.5,24.3125,-0.004883,0.391602,0.783203,0,1
Sun May 14 15:10:02 2017,2,32,17,0,-6,-10,-16,-4,73.1875,-120.3125,26.125,-0.013184,0.317383,0.765625,0,1
Sun May 14 15:10:02 2017,16,14,-13,-5,-5,-1,8,4,73.1875,-120.3125,26.125,-0.013184,0.317383,0.765625,0,1
Sun May 14 15:10:02 2017,16,14,-13,-5,-5,-1,8,4,73.1875,-120.3125,26.125,-0.013184,0.317383,0.765625,0,1
Sun May 14 15:10:02 2017,3,26,14,7,7,6,-2,-1,97.625,-115.625,28.875,0.023926,0.423828,0.76709,0,1
Sun May 14 15:10:02 2017,3,26,14,7,7,6,-2,-1,97.625,-115.625,28.875,0.023926,0.423828,0.76709,0,1
Sun May 14 15:10:02 2017,3,26,14,7,7,6,-2,-1,97.625,-115.625,28.875,0.023926,0.423828,0.76709,0,1
Sun May 14 15:10:02 2017,3,26,14,7,7,6,-2,-1,97.625,-115.625,28.875,0.023926,0.423828,0.76709,0,1
Sun May 14 15:10:02 2017,-17,-25,-28,-6,-2,10,5,-5,97.625,-115.625,28.875,0.023926,0.423828,0.76709,0,1
Sun May 14 15:10:02 2017,-7,5,1,-1,-7,-2,-4,-4,104.75,-110.6875,24.3125,0.077637,0.561523,0.758301,0,1
Sun May 14 15:10:02 2017,2,-3,-11,1,5,-2,0,6,104.75,-110.6875,24.3125,0.077637,0.561523,0.758301,0,1
Sun May 14 15:10:02 2017,2,-3,-11,1,5,-2,0,6,104.75,-110.6875,24.3125,0.077637,0.561523,0.758301,0,1
Sun May 14 15:10:02 2017,2,-3,-11,1,5,-2,0,6,104.75,-110.6875,24.3125,0.077637,0.561523,0.758301,0,1
Sun May 14 15:10:02 2017,3,-4,-1,0,1,-1,0,3,97.5,-103.9375,27.375,0.093262,0.604492,0.751953,0,1
Sun May 14 15:10:02 2017,10,10,5,2,6,3,1,8,77.5625,-96.625,30.25,0.090332,0.653809,0.729492,0,1
Sun May 14 15:10:02 2017,10,10,5,2,6,3,1,8,77.5625,-96.625,30.25,0.090332,0.653809,0.729492,0,1
Sun May 14 15:10:02 2017,10,10,5,2,6,3,1,8,77.5625,-96.625,30.25,0.090332,0.653809,0.729492,0,1
Sun May 14 15:10:02 2017,10,10,5,2,6,3,1,8,77.5625,-96.625,30.25,0.090332,0.653809,0.729492,0,1
Sun May 14 15:10:02 2017,8,20,-8,-2,2,-7,-8,-3,57.8125,-92.4375,25.8125,0.116699,0.649902,0.702637,0,1
Sun May 14 15:10:02 2017,8,20,-8,-2,2,-7,-8,-3,57.8125,-92.4375,25.8125,0.116699,0.649902,0.702637,0,1
Sun May 14 15:10:02 2017,2,17,8,-1,-11,-12,0,2,57.8125,-92.4375,25.8125,0.116699,0.649902,0.702637,0,1
Sun May 14 15:10:02 2017,-14,-11,1,7,23,5,-3,-2,48.0625,-88.625,21,0.161133,0.663086,0.662598,0,1
Sun May 14 15:10:02 2017,-14,-11,1,7,23,5,-3,-2,48.0625,-88.625,21,0.161133,0.663086,0.662598,0,1
Sun May 14 15:10:02 2017,-14,-11,1,7,23,5,-3,-2,48.0625,-88.625,21,0.161133,0.663086,0.662598,0,1
Sun May 14 15:10:02 2017,2,23,-1,-3,-7,-3,-1,0,51.1875,-81.6875,18.0625,0.191406,0.65918,0.617188,0,1
Sun May 14 15:10:02 2017,2,23,-1,-3,-7,-3,-1,0,51.1875,-81.6875,18.0625,0.191406,0.65918,0.617188,0,1
Sun May 14 15:10:02 2017,2,23,-1,-3,-7,-3,-1,0,51.1875,-81.6875,18.0625,0.191406,0.65918,0.617188,0,1
Sun May 14 15:10:02 2017,2,23,-1,-3,-7,-3,-1,0,51.1875,-81.6875,18.0625,0.191406,0.65918,0.617188,0,1
Sun May 14 15:10:02 2017,-8,-20,1,1,-4,-2,-2,-4,53.6875,-73.125,14.875,0.239258,0.693359,0.573242,0,1
Sun May 14 15:10:02 2017,-8,-20,1,1,-4,-2,-2,-4,53.6875,-73.125,14.875,0.239258,0.693359,0.573242,0,1
Sun May 14 15:10:02 2017,5,15,3,-1,-2,-2,-1,-1,53.6875,-73.125,14.875,0.239258,0.693359,0.573242,0,1
Sun May 14 15:10:02 2017,5,15,3,-1,-2,-2,-1,-1,49.8125,-60.9375,10.6875,0.240234,0.764648,0.513672,0,1
Sun May 14 15:10:02 2017,0,-7,0,-4,-3,0,-3,-1,49.8125,-60.9375,10.6875,0.240234,0.764648,0.513672,0,1
Sun May 14 15:10:02 2017,0,-7,0,-4,-3,0,-3,-1,49.8125,-60.9375,10.6875,0.240234,0.764648,0.513672,0,1
Sun May 14 15:10:02 2017,2,-4,3,1,-3,-1,0,0,33,-50.5,10.4375,0.206055,0.830566,0.49707,0,1
Sun May 14 15:10:02 2017,2,-4,3,1,-3,-1,0,0,33,-50.5,10.4375,0.206055,0.830566,0.49707,0,1
Sun May 14 15:10:02 2017,2,-4,3,1,-3,-1,0,0,33,-50.5,10.4375,0.206055,0.830566,0.49707,0,1
Sun May 14 15:10:02 2017,2,-4,3,1,-3,-1,0,0,33,-50.5,10.4375,0.206055,0.830566,0.49707,0,1
Sun May 14 15:10:02 2017,-12,-8,-5,-6,-11,-3,0,3,7.0625,-38.4375,15.4375,0.185547,0.786621,0.552246,0,1
Sun May 14 15:10:02 2017,-12,-8,-5,-6,-11,-3,0,3,7.0625,-38.4375,15.4375,0.185547,0.786621,0.552246,0,1
Sun May 14 15:10:02 2017,-1,-11,-2,-2,-2,-2,-1,11,7.0625,-38.4375,15.4375,0.185547,0.786621,0.552246,0,1
Sun May 14 15:10:02 2017,-1,-11,-2,-2,-2,-2,-1,11,7.0625,-38.4375,15.4375,0.185547,0.786621,0.552246,0,1
Sun May 14 15:10:02 2017,0,-7,1,7,13,5,-4,-1,-7.0625,-29.75,11.8125,0.177246,0.684082,0.527832,0,1
Sun May 14 15:10:02 2017,0,-7,1,7,13,5,-4,-1,-7.0625,-29.75,11.8125,0.177246,0.684082,0.527832,0,1
Sun May 14 15:10:02 2017,0,-7,1,7,13,5,-4,-1,-7.0625,-29.75,11.8125,0.177246,0.684082,0.527832,0,1
Sun May 14 15:10:02 2017,-3,21,7,-2,-11,-9,-15,-11,20.0625,-19.875,6.75,0.211914,0.688477,0.516113,0,1
Sun May 14 15:10:02 2017,-3,21,7,-2,-11,-9,-15,-11,20.0625,-19.875,6.75,0.211914,0.688477,0.516113,0,1
Sun May 14 15:10:02 2017,-3,21,7,-2,-11,-9,-15,-11,20.0625,-19.875,6.75,0.211914,0.688477,0.516113,0,1
Sun May 14 15:10:02 2017,-8,-31,-4,-3,2,3,-3,-28,35.125,-17.3125,5.0625,0.185547,0.758789,0.54541,0,1
Sun May 14 15:10:02 2017,4,24,11,6,32,11,6,5,35.125,-17.3125,5.0625,0.185547,0.758789,0.54541,0,1
Sun May 14 15:10:02 2017,4,24,11,6,32,11,6,5,35.125,-17.3125,5.0625,0.185547,0.758789,0.54541,0,1
Sun May 14 15:10:02 2017,1,3,-2,-3,-7,-7,-5,8,35.125,-17.3125,5.0625,0.185547,0.758789,0.54541,0,1
Sun May 14 15:10:02 2017,-6,-16,-1,-2,-7,3,-4,-27,25.75,-20.375,7.3125,0.140137,0.785645,0.50293,0,1
Sun May 14 15:10:02 2017,-6,-16,-1,-2,-7,3,-4,-27,25.75,-20.375,7.3125,0.140137,0.785645,0.50293,0,1
Sun May 14 15:10:02 2017,-6,-16,-1,-2,-7,3,-4,-27,25.75,-20.375,7.3125,0.140137,0.785645,0.50293,0,1
Sun May 14 15:10:02 2017,1,-6,-9,-2,-1,-1,3,18,31.3125,-25.5625,10.25,0.151367,0.805664,0.505859,0,1
Sun May 14 15:10:02 2017,1,-6,-9,-2,-1,-1,3,18,31.3125,-25.5625,10.25,0.151367,0.805664,0.505859,0,1
Sun May 14 15:10:02 2017,1,-6,-9,-2,-1,-1,3,18,31.3125,-25.5625,10.25,0.151367,0.805664,0.505859,0,1
Sun May 14 15:10:02 2017,1,3,1,-1,-1,-5,-13,-22,31.3125,-25.5625,10.25,0.151367,0.805664,0.505859,0,1
Sun May 14 15:10:02 2017,-4,-6,-3,-4,-13,-5,-9,-7,38.5,-32.5625,6.375,0.196289,0.844238,0.527832,0,1
Sun May 14 15:10:02 2017,1,2,0,-1,-8,-4,1,0,38.5,-32.5625,6.375,0.196289,0.844238,0.527832,0,1
Sun May 14 15:10:02 2017,-2,6,-2,-1,0,2,-2,1,38.5,-32.5625,6.375,0.196289,0.844238,0.527832,0,1
Sun May 14 15:10:02 2017,-1,-15,-5,-6,-1,-6,-5,-7,31.8125,-27.0625,4.8125,0.22168,0.962891,0.560059,0,1
Sun May 14 15:10:02 2017,-1,-15,-5,-6,-1,-6,-5,-7,31.8125,-27.0625,4.8125,0.22168,0.962891,0.560059,0,1
Sun May 14 15:10:02 2017,-1,-15,-5,-6,-1,-6,-5,-7,31.8125,-27.0625,4.8125,0.22168,0.962891,0.560059,0,1
Sun May 14 15:10:02 2017,3,8,-4,-5,-17,-5,3,21,3.75,-21.125,5.25,0.179688,1.02832,0.605469,0,1
Sun May 14 15:10:02 2017,-4,1,1,5,11,7,3,-20,3.75,-21.125,5.25,0.179688,1.02832,0.605469,0,1
Sun May 14 15:10:02 2017,-4,1,1,5,11,7,3,-20,3.75,-21.125,5.25,0.179688,1.02832,0.605469,0,1
Sun May 14 15:10:02 2017,1,-2,1,-1,2,-1,-2,0,3.75,-21.125,5.25,0.179688,1.02832,0.605469,0,1
Sun May 14 15:10:02 2017,-8,-24,-2,-4,-15,-7,-13,-22,-13.375,-12.375,5.8125,0.187012,0.9375,0.57959,0,1
Sun May 14 15:10:02 2017,-8,-24,-2,-4,-15,-7,-13,-22,-13.375,-12.375,5.8125,0.187012,0.9375,0.57959,0,1
Sun May 14 15:10:02 2017,-4,13,1,0,5,0,1,-14,-13.375,-12.375,5.8125,0.187012,0.9375,0.57959,0,1
Sun May 14 15:10:02 2017,-1,-1,-1,-3,-4,-2,0,14,-16.4375,-9.625,3.375,0.179199,0.852539,0.578613,0,1
Sun May 14 15:10:02 2017,-1,-1,-1,-3,-4,-2,0,14,-16.4375,-9.625,3.375,0.179199,0.852539,0.578613,0,1
Sun May 14 15:10:02 2017,-1,-1,-1,-3,-4,-2,0,14,-16.4375,-9.625,3.375,0.179199,0.852539,0.578613,0,1
Sun May 14 15:10:02 2017,-2,-5,-3,-3,3,-1,-4,-9,-11.75,-12.25,1.1875,0.178711,0.819336,0.534668,0,1
Sun May 14 15:10:02 2017,4,6,10,9,5,2,0,2,-11.75,-12.25,1.1875,0.178711,0.819336,0.534668,0,1
Sun May 14 15:10:02 2017,4,6,10,9,5,2,0,2,-11.75,-12.25,1.1875,0.178711,0.819336,0.534668,0,1
Sun May 14 15:10:02 2017,0,-24,-3,-1,9,2,0,2,-11.75,-12.25,1.1875,0.178711,0.819336,0.534668,0,1
Sun May 14 15:10:02 2017,-12,-3,-4,-7,-12,-6,-3,4,-6.375,-14.625,1.8125,0.141602,0.800293,0.508301,0,1
Sun May 14 15:10:02 2017,-12,-3,-4,-7,-12,-6,-3,4,-6.375,-14.625,1.8125,0.141602,0.800293,0.508301,0,1
Sun May 14 15:10:03 2017,6,-24,-10,-5,6,4,-2,-5,-6.375,-14.625,1.8125,0.141602,0.800293,0.508301,0,1
Sun May 14 15:10:03 2017,-10,7,-4,-6,-3,-6,-2,0,-7.5625,-19.1875,1.8125,0.171387,0.797363,0.512695,0,1
Sun May 14 15:10:03 2017,-10,7,-4,-6,-3,-6,-2,0,-7.5625,-19.1875,1.8125,0.171387,0.797363,0.512695,0,1
Sun May 14 15:10:03 2017,-10,7,-4,-6,-3,-6,-2,0,-7.5625,-19.1875,1.8125,0.171387,0.797363,0.512695,0,1
Sun May 14 15:10:03 2017,-20,10,4,5,5,2,-1,-9,2.75,-20.6875,2.125,0.170898,0.736328,0.491211,0,1
Sun May 14 15:10:03 2017,15,3,-9,-8,-11,-3,1,6,2.75,-20.6875,2.125,0.170898,0.736328,0.491211,0,1
Sun May 14 15:10:03 2017,15,3,-9,-8,-11,-3,1,6,2.75,-20.6875,2.125,0.170898,0.736328,0.491211,0,1
Sun May 14 15:10:03 2017,-16,-25,-17,-9,-4,-5,-7,-6,2.75,-20.6875,2.125,0.170898,0.736328,0.491211,0,1
Sun May 14 15:10:03 2017,13,36,11,-1,-4,-1,2,5,-6.75,-17.625,2.125,0.20166,0.807129,0.529297,0,1
Sun May 14 15:10:03 2017,13,36,11,-1,-4,-1,2,5,-6.75,-17.625,2.125,0.20166,0.807129,0.529297,0,1
Sun May 14 15:10:03 2017,13,36,11,-1,-4,-1,2,5,-6.75,-17.625,2.125,0.20166,0.807129,0.529297,0,1
Sun May 14 15:10:03 2017,23,11,9,9,4,1,5,9,-4.0625,-11.6875,1.4375,0.196777,0.739258,0.52002,0,1
Sun May 14 15:10:03 2017,-1,-11,-5,0,3,0,2,4,-4.0625,-11.6875,1.4375,0.196777,0.739258,0.52002,0,1
Sun May 14 15:10:03 2017,-1,-11,-5,0,3,0,2,4,-4.0625,-11.6875,1.4375,0.196777,0.739258,0.52002,0,1
Sun May 14 15:10:03 2017,19,10,4,3,-3,-1,-1,0,-5.3125,-8.5,-0.4375,0.179199,0.790527,0.462891,0,1
Sun May 14 15:10:03 2017,17,3,6,4,0,-3,-2,5,-5.3125,-8.5,-0.4375,0.179199,0.790527,0.462891,0,1
Sun May 14 15:10:03 2017,17,3,6,4,0,-3,-2,5,-5.3125,-8.5,-0.4375,0.179199,0.790527,0.462891,0,1
Sun May 14 15:10:03 2017,17,3,6,4,0,-3,-2,5,-5.3125,-8.5,-0.4375,0.179199,0.790527,0.462891,0,1
Sun May 14 15:10:03 2017,4,-21,-5,-3,-1,-1,-2,-2,-6.125,-4.9375,-0.6875,0.195312,0.778809,0.477051,0,1
Sun May 14 15:10:03 2017,4,-21,-5,-3,-1,-1,-2,-2,-6.125,-4.9375,-0.6875,0.195312,0.778809,0.477051,0,1
Sun May 14 15:10:03 2017,4,-21,-5,-3,-1,-1,-2,-2,-6.125,-4.9375,-0.6875,0.195312,0.778809,0.477051,0,1
Sun May 14 15:10:03 2017,4,-21,-5,-3,-1,-1,-2,-2,-6.125,-4.9375,-0.6875,0.195312,0.778809,0.477051,0,1
Sun May 14 15:10:03 2017,12,8,6,-1,-3,-4,-2,-3,-2.25,-0.4375,-0.5,0.187988,0.797363,0.479004,0,1
Sun May 14 15:10:03 2017,12,8,6,-1,-3,-4,-2,-3,-2.25,-0.4375,-0.5,0.187988,0.797363,0.479004,0,1
Sun May 14 15:10:03 2017,-10,18,1,4,3,2,3,0,-1.5625,3.9375,-2.4375,0.19043,0.829102,0.470703,0,1
Sun May 14 15:10:03 2017,-10,18,1,4,3,2,3,0,-1.5625,3.9375,-2.4375,0.19043,0.829102,0.470703,0,1
Sun May 14 15:10:03 2017,-10,18,1,4,3,2,3,0,-1.5625,3.9375,-2.4375,0.19043,0.829102,0.470703,0,1
Sun May 14 15:10:03 2017,-10,18,1,4,3,2,3,0,-1.5625,3.9375,-2.4375,0.19043,0.829102,0.470703,0,1
Sun May 14 15:10:03 2017,-32,-26,6,2,-7,-2,-4,-4,-14.6875,10.1875,-1.375,0.189453,0.863281,0.453613,0,1
Sun May 14 15:10:03 2017,-32,-26,6,2,-7,-2,-4,-4,-14.6875,10.1875,-1.375,0.189453,0.863281,0.453613,0,1
Sun May 14 15:10:03 2017,-32,-26,6,2,-7,-2,-4,-4,-14.6875,10.1875,-1.375,0.189453,0.863281,0.453613,0,1
Sun May 14 15:10:03 2017,-32,-26,6,2,-7,-2,-4,-4,-14.6875,10.1875,-1.375,0.189453,0.863281,0.453613,0,1
Sun May 14 15:10:03 2017,9,-2,-9,1,4,5,-1,3,-27.5,12.3125,-0.1875,0.183105,0.824219,0.459961,0,1
Sun May 14 15:10:03 2017,9,-2,-9,1,4,5,-1,3,-27.5,12.3125,-0.1875,0.183105,0.824219,0.459961,0,1
Sun May 14 15:10:03 2017,-17,-13,-4,0,-5,-2,2,-9,-30.4375,16.375,-0.0625,0.194336,0.818848,0.471191,0,1
Sun May 14 15:10:03 2017,3,-2,-11,-5,-2,-3,7,17,-30.4375,16.375,-0.0625,0.194336,0.818848,0.471191,0,1
Sun May 14 15:10:03 2017,3,-2,-11,-5,-2,-3,7,17,-30.4375,16.375,-0.0625,0.194336,0.818848,0.471191,0,1
Sun May 14 15:10:03 2017,3,-2,-11,-5,-2,-3,7,17,-30.4375,16.375,-0.0625,0.194336,0.818848,0.471191,0,1
Sun May 14 15:10:03 2017,-4,-20,-1,-2,-4,-1,-3,-7,-33.4375,18.6875,-3.625,0.185059,0.812988,0.539062,0,1
Sun May 14 15:10:03 2017,-4,-20,-1,-2,-4,-1,-3,-7,-33.4375,18.6875,-3.625,0.185059,0.812988,0.539062,0,1
Sun May 14 15:10:03 2017,-4,-20,-1,-2,-4,-1,-3,-7,-33.4375,18.6875,-3.625,0.185059,0.812988,0.539062,0,1
Sun May 14 15:10:03 2017,-4,-20,-1,-2,-4,-1,-3,-7,-33.4375,18.6875,-3.625,0.185059,0.812988,0.539062,0,1
Sun May 14 15:10:03 2017,-14,-27,-4,-2,-4,-6,-7,-5,-31.5,18.25,-6,0.19043,0.861816,0.55957,0,1
Sun May 14 15:10:03 2017,1,8,4,5,30,11,2,2,-31.5,18.25,-6,0.19043,0.861816,0.55957,0,1
Sun May 14 15:10:03 2017,1,8,4,5,30,11,2,2,-31.5,18.25,-6,0.19043,0.861816,0.55957,0,1
Sun May 14 15:10:03 2017,-9,19,25,8,7,6,7,-5,-31.5,18.25,-6,0.19043,0.861816,0.55957,0,1
Sun May 14 15:10:03 2017,-10,16,5,-2,-11,1,2,-4,-45.1875,18.8125,-5.375,0.169922,0.878906,0.563965,0,1
Sun May 14 15:10:03 2017,-10,16,5,-2,-11,1,2,-4,-45.1875,18.8125,-5.375,0.169922,0.878906,0.563965,0,1
Sun May 14 15:10:03 2017,-10,16,5,-2,-11,1,2,-4,-45.1875,18.8125,-5.375,0.169922,0.878906,0.563965,0,1
Sun May 14 15:10:03 2017,16,30,2,2,-4,-4,-1,3,-61.6875,18.0625,-4.4375,0.165527,0.807129,0.575684,0,1
Sun May 14 15:10:03 2017,16,30,2,2,-4,-4,-1,3,-61.6875,18.0625,-4.4375,0.165527,0.807129,0.575684,0,1
Sun May 14 15:10:03 2017,16,30,2,2,-4,-4,-1,3,-61.6875,18.0625,-4.4375,0.165527,0.807129,0.575684,0,1
Sun May 14 15:10:03 2017,16,30,2,2,-4,-4,-1,3,-61.6875,18.0625,-4.4375,0.165527,0.807129,0.575684,0,1
Sun May 14 15:10:03 2017,-3,-2,-2,-7,-5,-3,-4,-7,-55.75,20.4375,-6.375,0.189941,0.741699,0.604492,0,1
Sun May 14 15:10:03 2017,-3,-2,-2,-7,-5,-3,-4,-7,-55.75,20.4375,-6.375,0.189941,0.741699,0.604492,0,1
Sun May 14 15:10:03 2017,-4,-8,-13,-10,-6,-5,-1,3,-55.75,20.4375,-6.375,0.189941,0.741699,0.604492,0,1
Sun May 14 15:10:03 2017,-5,-15,4,0,-5,-1,1,-4,-38.6875,27.9375,-7.875,0.209473,0.741699,0.600586,0,1
Sun May 14 15:10:03 2017,-5,-15,4,0,-5,-1,1,-4,-38.6875,27.9375,-7.875,0.209473,0.741699,0.600586,0,1
Sun May 14 15:10:03 2017,-5,-15,4,0,-5,-1,1,-4,-38.6875,27.9375,-7.875,0.209473,0.741699,0.600586,0,1
Sun May 14 15:10:03 2017,6,-7,-6,1,-4,-1,3,6,-35.0625,37.125,-9.4375,0.189453,0.785156,0.618652,0,1
Sun May 14 15:10:03 2017,6,-7,-6,1,-4,-1,3,6,-35.0625,37.125,-9.4375,0.189453,0.785156,0.618652,0,1
Sun May 14 15:10:03 2017,6,-7,-6,1,-4,-1,3,6,-35.0625,37.125,-9.4375,0.189453,0.785156,0.618652,0,1
Sun May 14 15:10:03 2017,6,-7,-6,1,-4,-1,3,6,-35.0625,37.125,-9.4375,0.189453,0.785156,0.618652,0,1
Sun May 14 15:10:03 2017,-16,-21,-8,4,2,-3,-2,-4,-49.6875,45.125,-10.9375,0.181152,0.778809,0.621582,0,1
Sun May 14 15:10:03 2017,-16,-21,-8,4,2,-3,-2,-4,-49.6875,45.125,-10.9375,0.181152,0.778809,0.621582,0,1
Sun May 14 15:10:03 2017,-2,10,-6,7,3,2,3,9,-49.6875,45.125,-10.9375,0.181152,0.778809,0.621582,0,1
Sun May 14 15:10:03 2017,-2,10,-6,7,3,2,3,9,-49.6875,45.125,-10.9375,0.181152,0.778809,0.621582,0,1
Sun May 14 15:10:03 2017,-10,10,4,5,-1,1,0,-7,-67,55.0625,-12.1875,0.193848,0.718262,0.657715,0,1
Sun May 14 15:10:03 2017,-10,10,4,5,-1,1,0,-7,-67,55.0625,-12.1875,0.193848,0.718262,0.657715,0,1
Sun May 14 15:10:03 2017,13,28,8,-6,-4,-1,8,15,-67,55.0625,-12.1875,0.193848,0.718262,0.657715,0,1
Sun May 14 15:10:03 2017,22,-8,-8,-3,-4,-2,-10,-4,-72.625,67.75,-13.9375,0.210938,0.659668,0.682617,0,1
Sun May 14 15:10:03 2017,22,-8,-8,-3,-4,-2,-10,-4,-72.625,67.75,-13.9375,0.210938,0.659668,0.682617,0,1
Sun May 14 15:10:03 2017,22,-8,-8,-3,-4,-2,-10,-4,-72.625,67.75,-13.9375,0.210938,0.659668,0.682617,0,1
Sun May 14 15:10:03 2017,-10,-2,3,-1,0,-3,-3,-9,-72.625,67.75,-13.9375,0.210938,0.659668,0.682617,0,1
